TIMECODE,DATA1,DATA2
1.39,7.37385,20.0
1.4,6.52217,20.0
1.41,7.41033,20.0
1.42,7.39833,20.0
1.43,6.93617,20.0
1.44,7.44384,20.0
1.45,7.56135,20.0
1.46,7.54869,20.0
1.47,6.90587,20.0
1.48,6.85288,20.0
1.49,7.23971,20.0
1.5,7.68638,20.0
1.51,6.95288,20.0
1.52,6.97921,20.0
1.53,7.79537,20.0
1.54,7.64135,20.0
1.55,7.02716,20.0
1.56,7.76279,20.0
1.57,7.06825,20.0
1.58,7.84353,20.0
1.59,7.18863,20.0
1.6,8.00356,20.0
1.61,7.7283,20.0
1.62,7.94287,20.0
1.63,8.14725,20.0
1.64,7.33145,20.0
1.65,7.44547,20.0
1.66,7.42931,20.0
1.67,7.51296,20.0
1.68,7.44643,20.0
1.69,8.43971,20.0
1.7,7.9328,20.0
1.71,8.39571,20.0
1.72,8.17842,20.0
1.73,8.08095,20.0
1.74,7.88329,20.0
1.75,7.98543,20.0
1.76,8.28738,20.0
1.77,8.59915,20.0
1.78,7.96071,20.0
1.79,7.80209,20.0
1.8,7.98326,20.0
1.81,8.41425,20.0
1.82,8.71503,20.0
1.83,8.66562,20.0
1.84,8.56601,20.0
1.85,8.0462,20.0
1.86,8.03619,20.0
1.87,8.72599,20.0
1.88,8.72558,20.0
1.89,8.80497,20.0
1.9,8.31415,20.0
1.91,8.39313,20.0
1.92,9.08191,20.0
1.93,8.28049,20.0
1.94,8.43885,20.0
1.95,8.57701,20.0
1.96,8.85497,20.0
1.97,8.65272,20.0
1.98,9.29026,20.0
1.99,9.12759,20.0
2.0,9.36471,20.0
2.01,8.54162,20.0
2.02,9.19831,20.0
2.03,9.0448,20.0
2.04,8.82108,20.0
2.05,9.49714,20.0
2.06,9.02299,20.0
2.07,8.64862,20.0
2.08,9.56404,20.0
2.09,9.12924,20.0
2.1,9.40423,20.0
2.11,9.229,20.0
2.12,9.46355,20.0
2.13,9.34789,20.0
2.14,9.182,20.0
2.15,9.3559,20.0
2.16,9.25957,20.0
2.17,9.27303,20.0
2.18,9.26627,20.0
2.19,9.25928,20.0
2.2,9.70207,20.0
2.21,9.28464,20.0
2.22,9.44698,20.0
2.23,9.2691,20.0
2.24,9.101,20.0
2.25,9.09267,20.0
2.26,9.21412,20.0
2.27,9.61534,20.0
2.28,9.95633,20.0
2.29,9.8371,20.0
2.3,9.38764,20.0
2.31,9.59795,20.0
2.32,9.28803,20.0
2.33,9.90788,20.0
2.34,10.1575,20.0
2.35,9.7569,20.0
2.36,9.77606,20.0
2.37,10.095,20.0
2.38,9.45369,20.0
2.39,9.85215,20.0
2.4,9.49039,20.0
2.41,10.0984,20.0
2.42,10.1262,20.0
2.43,10.1337,20.0
2.44,10.381,20.0
2.45,9.94806,20.0
2.46,9.70488,20.0
2.47,9.46148,20.0
2.48,10.0678,20.0
2.49,10.024,20.0
2.5,10.1898,20.0
2.51,9.66549,20.0
2.52,10.4609,20.0
2.53,10.3461,20.0
2.54,9.85101,20.0
2.55,10.3657,20.0
2.56,9.62016,20.0
2.57,10.4544,20.0
2.58,10.1983,20.0
2.59,9.69208,20.0
2.6,10.1756,20.0
2.61,10.4388,20.0
2.62,9.68185,20.0
2.63,10.3246,20.0
2.64,10.2171,20.0
2.65,10.0194,20.0
2.66,10.0715,20.0
2.67,10.0433,20.0
2.68,10.3648,20.0
2.69,9.91616,20.0
2.7,9.82723,20.0
2.71,10.5981,20.0
2.72,9.87864,20.0
2.73,10.459,20.0
2.74,9.95908,20.0
2.75,10.2689,20.0
2.76,10.0085,20.0
2.77,10.1079,20.0
2.78,10.547,20.0
2.79,9.91587,20.0
2.8,10.4145,20.0
2.81,10.0629,20.0
2.82,10.401,20.0
2.83,10.1589,20.0
2.84,10.4265,20.0
2.85,10.1939,20.0
2.86,10.671,20.0
2.87,10.3879,20.0
2.88,10.1146,20.0
2.89,9.96098,20.0
2.9,10.0671,20.0
2.91,10.033,20.0
2.92,10.1287,20.0
2.93,10.1941,20.0
2.94,10.9292,20.0
2.95,10.2641,20.0
2.96,9.96881,20.0
2.97,10.0532,20.0
2.98,10.4774,20.0
2.99,10.1913,20.0
3.0,10.1449,20.0
3.01,10.4984,20.0
3.02,10.2215,20.0
3.03,10.9344,20.0
3.04,10.6971,20.0
3.05,10.5195,20.0
3.06,10.2417,20.0
3.07,10.7736,20.0
3.08,10.1553,20.0
3.09,10.4167,20.0
3.1,10.9678,20.0
3.11,10.8788,20.0
3.12,10.3194,20.0
3.13,10.1698,20.0
3.14,10.04,20.0
3.15,10.4299,20.0
3.16,10.9496,20.0
3.17,10.489,20.0
3.18,10.0682,20.0
3.19,10.3571,20.0
3.2,10.0157,20.0
3.21,10.6642,20.0
3.22,10.4423,20.0
3.23,10.6202,20.0
3.24,10.3879,20.0
3.25,10.9653,20.0
3.26,10.9425,20.0
3.27,10.4894,20.0
3.28,10.0461,20.0
3.29,10.6425,20.0
3.3,10.9387,20.0
3.31,10.7446,20.0
3.32,10.4602,20.0
3.33,10.0457,20.0
3.34,10.2508,20.0
3.35,10.5458,20.0
3.36,10.1004,20.0
3.37,10.5449,20.0
3.38,10.859,20.0
3.39,10.013,20.0
3.4,10.4466,20.0
3.41,10.8901,20.0
3.42,10.2033,20.0
3.43,10.2362,20.0
3.44,10.3189,20.0
3.45,10.7713,20.0
3.46,10.7535,20.0
3.47,10.1755,20.0
3.48,10.7772,20.0
3.49,9.85865,20.0
3.5,10.5799,20.0
3.51,10.7708,20.0
3.52,10.7515,20.0
3.53,10.462,20.0
3.54,10.2922,20.0
3.55,10.4422,20.0
3.56,10.152,20.0
3.57,10.3515,20.0
3.58,10.1707,20.0
3.59,10.2297,20.0
3.6,10.1685,20.0
3.61,10.017,20.0
3.62,9.86527,20.0
3.63,10.5933,20.0
3.64,9.78109,20.0
3.65,10.5586,20.0
3.66,10.2059,20.0
3.67,10.083,20.0
3.68,9.64983,20.0
3.69,10.3364,20.0
3.7,9.77276,20.0
3.71,10.2389,20.0
3.72,10.3547,20.0
3.73,9.69034,20.0
3.74,9.60572,20.0
3.75,9.65086,20.0
3.76,9.64577,20.0
3.77,10.3304,20.0
3.78,10.4149,20.0
3.79,9.70905,20.0
3.8,9.47301,20.0
3.81,9.68672,20.0
3.82,9.4702,20.0
3.83,9.78345,20.0
3.84,9.41646,20.0
3.85,9.41924,20.0
3.86,9.99178,20.0
3.87,10.2541,20.0
3.88,10.0562,20.0
3.89,10.058,20.0
3.9,9.3496,20.0
3.91,9.86098,20.0
3.92,9.51212,20.0
3.93,10.193,20.0
3.94,9.80371,20.0
3.95,9.82417,20.0
3.96,9.75439,20.0
3.97,9.92438,20.0
3.98,9.97414,20.0
3.99,9.58367,20.0
4.0,9.65298,20.0
4.01,9.55206,20.0
4.02,9.10091,20.0
4.03,9.56954,20.0
4.04,9.94794,20.0
4.05,9.57611,20.0
4.06,9.26406,20.0
4.07,9.17179,20.0
4.08,9.74929,20.0
4.09,9.13657,20.0
4.1,9.34363,20.0
4.11,8.87046,20.0
4.12,9.29708,20.0
4.13,9.56347,20.0
4.14,9.26964,20.0
4.15,9.67559,20.0
4.16,9.61133,20.0
4.17,8.74685,20.0
4.18,9.01214,20.0
4.19,9.23723,20.0
4.2,9.05209,20.0
4.21,8.74674,20.0
4.22,9.25117,20.0
4.23,8.83539,20.0
4.24,8.5894,20.0
4.25,9.41319,20.0
4.26,8.47677,20.0
4.27,9.37014,20.0
4.28,8.6033,20.0
4.29,9.37624,20.0
4.3,8.54898,20.0
4.31,9.02151,20.0
4.32,9.06382,20.0
4.33,9.07593,20.0
4.34,8.44784,20.0
4.35,8.85953,20.0
4.36,9.16103,20.0
4.37001,8.96231,20.0
4.38001,8.30339,20.0
4.39001,8.77427,20.0
4.40001,8.48495,20.0
4.41001,8.37542,20.0
4.42001,8.32569,20.0
4.43001,8.13576,20.0
4.44001,8.51563,20.0
4.45001,8.64531,20.0
4.46001,8.01478,20.0
4.47001,8.66406,20.0
4.48001,8.80314,20.0
4.49001,7.81202,20.0
4.50001,7.94071,20.0
4.51001,7.7792,20.0
4.52001,8.6475,20.0
4.53001,8.23561,20.0
4.54001,7.93352,20.0
4.55001,8.43124,20.0
4.56001,7.63878,20.0
4.57001,7.84612,20.0
4.58001,7.89327,20.0
4.59001,8.46024,20.0
4.60001,8.31702,20.0
4.61001,7.99361,20.0
4.62001,8.16002,20.0
4.63001,8.17624,20.0
4.64001,7.86228,20.0
4.65001,7.34813,20.0
4.66001,7.8238,20.0
4.67001,7.50929,20.0
4.68001,7.98461,20.0
4.69001,7.55974,20.0
4.70001,7.77469,20.0
4.71001,7.59946,20.0
4.72001,7.37406,20.0
4.73001,7.60848,20.0
4.74001,7.87273,20.0
4.75001,7.0968,20.0
4.76001,7.2207,20.0
4.77001,6.92443,20.0
4.78001,6.96798,20.0
4.79001,7.64136,20.0
4.80001,7.22458,20.0
4.81002,6.98762,20.0
4.82002,7.0305,20.0
4.83002,7.22321,20.0
4.84002,7.43575,20.0
4.85002,6.66813,20.0
4.86002,6.95035,20.0
4.87002,7.2324,20.0
4.88002,6.49429,20.0
4.89002,7.12601,20.0
4.90002,7.09758,20.0
4.91002,6.38899,20.0
4.92002,7.10024,20.0
4.93002,6.97133,20.0
4.94002,7.01226,20.0
4.95002,6.35304,20.0
4.96002,6.95367,20.0
4.97002,6.90414,20.0
4.98002,6.97446,20.0
4.99002,6.77463,20.0
5.00002,5.98464,20.0
5.01002,6.40451,20.0
5.02002,6.22423,20.0
5.03002,6.5438,20.0
5.04002,6.40322,20.0
5.05002,6.0425,20.0
5.06002,6.52164,20.0
5.07002,6.36063,20.0
5.08002,6.33947,20.0
5.09002,6.15818,20.0
5.10002,5.60675,20.0
5.11002,6.16517,20.0
5.12002,5.71346,20.0
5.13002,5.56161,20.0
5.14002,6.33963,20.0
5.15002,5.84751,20.0
5.16002,5.89525,20.0
5.17002,5.59286,20.0
5.18002,5.43034,20.0
5.19002,5.31769,20.0
5.20002,6.07491,20.0
5.21002,5.432,20.0
5.22002,5.26896,20.0
5.23002,5.2558,20.0
5.24003,5.36251,20.0
5.25003,5.02909,20.0
5.26003,5.41556,20.0
5.27003,5.07189,20.0
5.28003,5.08811,20.0
5.29003,5.52421,20.0
5.30003,5.24019,20.0
5.31003,4.84605,20.0
5.32003,4.86179,20.0
5.33003,4.60742,20.0
5.34003,4.58293,20.0
5.35003,4.85833,20.0
5.36003,4.95362,20.0
5.37003,4.7588,20.0
5.38003,4.61386,20.0
5.39003,4.59882,20.0
5.40003,4.91367,20.0
5.41003,4.48841,20.0
5.42003,4.83305,20.0
5.43003,4.88758,20.0
5.44003,4.13201,20.0
5.45003,4.68633,20.0
5.46003,4.73056,20.0
5.47003,4.53468,20.0
5.48003,4.14871,20.0
5.49003,4.07264,20.0
5.50003,4.10647,20.0
5.51003,4.5402,20.0
5.52003,3.96384,20.0
5.53003,3.93739,20.0
5.54003,3.67085,20.0
5.55003,4.09422,20.0
5.56003,3.90749,20.0
5.57003,3.87068,20.0
5.58003,3.69378,20.0
5.59003,4.1868,20.0
5.60003,3.53972,20.0
5.61003,4.05257,20.0
5.62003,4.13533,20.0
5.63003,4.17802,20.0
5.64003,3.36062,20.0
5.65003,3.89314,20.0
5.66003,3.72558,20.0
5.67003,3.98795,20.0
5.68004,3.52025,20.0
5.69004,3.66246,20.0
5.70004,3.15461,20.0
5.71004,2.84668,20.0
5.72004,3.53869,20.0
5.73004,3.52062,20.0
5.74004,3.50248,20.0
5.75004,3.39428,20.0
5.76004,3.19602,20.0
5.77004,2.80768,20.0
5.78004,3.39929,20.0
5.79004,3.26083,20.0
5.80004,3.13231,20.0
5.81004,2.95373,20.0
5.82004,2.71509,20.0
5.83004,3.2164,20.0
5.84004,2.52765,20.0
5.85004,2.19884,20.0
5.86004,2.27998,20.0
5.87004,2.80107,20.0
5.88004,2.38211,20.0
5.89004,2.15309,20.0
5.90004,2.47403,20.0
5.91004,2.24492,20.0
5.92004,2.68576,20.0
5.93004,2.46656,20.0
5.94004,1.97732,20.0
5.95004,2.21803,20.0
5.96004,2.2887,20.0
5.97004,2.19933,20.0
5.98004,2.20992,20.0
5.99004,2.25047,20.0
6.00004,2.08099,20.0
6.01004,1.74147,20.0
6.02004,1.42192,20.0
6.03004,1.32233,20.0
6.04004,1.67272,20.0
6.05004,1.94307,20.0
6.06004,1.81339,20.0
6.07004,1.16369,20.0
6.08004,1.85396,20.0
6.09004,1.3842,20.0
6.10004,1.87442,20.0
6.11004,0.944621,20.0
6.12005,1.5248,20.0
6.13005,1.44495,20.0
6.14005,1.47509,20.0
6.15005,0.735206,20.0
6.16005,0.735307,20.0
6.17005,1.04539,20.0
6.18005,0.685465,20.0
6.19005,1.03552,20.0
6.20005,0.595572,20.0
6.21005,0.905609,20.0
6.22005,1.21564,20.0
6.23005,0.795657,20.0
6.24005,0.60567,20.0
6.25005,0.655678,20.0
6.26005,0.955682,20.0
6.27005,0.175683,20.0
6.28005,0.755682,20.0
6.29005,0.175681,20.0
6.30005,0.275681,20.0
6.31005,0.145683,20.0
6.32005,0.665688,20.0
6.33005,0.695698,20.0
6.34005,0.385714,20.0
6.35005,0.0957366,20.0
6.36005,-0.0742323,20.0
6.37005,0.105809,20.0
6.38005,-0.0941398,20.0
6.39005,0.295924,20.0
6.40005,0.246001,20.0
6.41005,0.206093,20.0
6.42005,-0.5338,20.0
6.43005,0.226325,20.0
6.44005,0.0964679,20.0
6.45005,-0.493369,20.0
6.46005,-0.373186,20.0
6.47005,-0.712981,20.0
6.48005,-0.852752,20.0
6.49005,-0.142498,20.0
6.50005,-0.832219,20.0
6.51005,-0.281913,20.0
6.52005,-0.211578,20.0
6.53005,-0.471214,20.0
6.54005,-1.13082,20.0
6.55006,-0.840392,20.0
6.56006,-0.979932,20.0
6.57006,-1.29944,20.0
6.58006,-0.598907,20.0
6.59006,-1.30834,20.0
6.60006,-0.787734,20.0
6.61006,-0.807089,20.0
6.62006,-1.2764,20.0
6.63006,-1.06568,20.0
6.64006,-1.31491,20.0
6.65006,-1.82409,20.0
6.66006,-1.24323,20.0
6.67006,-1.70232,20.0
6.68006,-1.19137,20.0
6.69006,-1.57036,20.0
6.70006,-1.70931,20.0
6.71006,-1.5482,20.0
6.72006,-1.17704,20.0
6.73006,-1.36582,20.0
6.74006,-1.55455,20.0
6.75006,-2.14323,20.0
6.76006,-1.44184,20.0
6.77006,-2.0904,20.0
6.78006,-1.4789,20.0
6.79006,-2.19733,20.0
6.80006,-2.1057,20.0
6.81006,-1.76401,20.0
6.82006,-1.79226,20.0
6.83006,-2.35043,20.0
6.84006,-2.72854,20.0
6.85006,-2.75658,20.0
6.86006,-2.34455,20.0
6.87006,-2.12245,20.0
6.88006,-2.07028,20.0
6.89006,-2.03804,20.0
6.90006,-2.11572,20.0
6.91006,-2.30332,20.0
6.92006,-2.76085,20.0
6.93006,-2.30829,20.0
6.94006,-3.03566,20.0
6.95006,-3.12295,20.0
6.96006,-2.45016,20.0
6.97006,-2.79728,20.0
6.98006,-2.88432,20.0
6.99007,-2.93127,20.0
7.00007,-2.62814,20.0
7.01007,-2.72492,20.0
7.02007,-2.75161,20.0
7.03007,-2.89821,20.0
7.04007,-2.80472,20.0
7.05007,-3.65113,20.0
7.06007,-3.25746,20.0
7.07007,-2.88369,20.0
7.08007,-2.90982,20.0
7.09007,-3.23585,20.0
7.10007,-3.27179,20.0
7.11007,-3.33763,20.0
7.12007,-3.68337,20.0
7.13007,-3.129,20.0
7.14007,-3.32454,20.0
7.15007,-3.75997,20.0
7.16007,-3.33529,20.0
7.17007,-4.29051,20.0
7.18007,-3.91562,20.0
7.19007,-3.85062,20.0
7.20007,-3.57552,20.0
7.21007,-4.4503,20.0
7.22007,-3.62497,20.0
7.23007,-4.10953,20.0
7.24007,-4.41397,20.0
7.25007,-3.7483,20.0
7.26007,-4.25252,20.0
7.27007,-4.04661,20.0
7.28007,-4.36059,20.0
7.29007,-4.22444,20.0
7.30007,-3.89818,20.0
7.31007,-4.9118,20.0
7.32007,-4.18529,20.0
7.33007,-4.74866,20.0
7.34007,-4.2119,20.0
7.35007,-4.30502,20.0
7.36007,-4.62801,20.0
7.37007,-5.14087,20.0
7.38007,-4.2736,20.0
7.39007,-4.45621,20.0
7.40007,-4.70868,20.0
7.41007,-4.78102,20.0
7.42007,-5.12322,20.0
7.43008,-5.22529,20.0
7.44008,-4.71723,20.0
7.45008,-4.54902,20.0
7.46008,-5.07068,20.0
7.47008,-5.42221,20.0
7.48008,-5.55359,20.0
7.49008,-5.41483,20.0
7.50008,-5.26593,20.0
7.51008,-4.93688,20.0
7.52008,-5.4577,20.0
7.53008,-5.17836,20.0
7.54008,-5.51889,20.0
7.55008,-5.46926,20.0
7.56008,-5.91949,20.0
7.57008,-5.56956,20.0
7.58008,-5.78949,20.0
7.59008,-5.52927,20.0
7.60008,-5.42889,20.0
7.61008,-5.56836,20.0
7.62008,-5.96768,20.0
7.63008,-5.44684,20.0
7.64008,-5.45585,20.0
7.65008,-6.2447,20.0
7.66008,-5.96339,20.0
7.67008,-5.83192,20.0
7.68008,-6.2003,20.0
7.69008,-6.28851,20.0
7.70008,-6.15656,20.0
7.71008,-5.57445,20.0
7.72008,-6.05217,20.0
7.73008,-6.53973,20.0
7.74008,-5.96713,20.0
7.75008,-6.35435,20.0
7.76008,-5.88142,20.0
7.77008,-6.56831,20.0
7.78008,-6.74503,20.0
7.79008,-6.70158,20.0
7.80008,-6.07797,20.0
7.81008,-6.21418,20.0
7.82008,-6.16021,20.0
7.83008,-6.36608,20.0
7.84008,-6.27176,20.0
7.85008,-6.34728,20.0
7.86009,-6.95261,20.0
7.87009,-6.68777,20.0
7.88009,-6.53275,20.0
7.89009,-6.93756,20.0
7.90009,-6.80218,20.0
7.91009,-6.51662,20.0
7.92009,-7.07088,20.0
7.93009,-6.76496,20.0
7.94009,-7.25885,20.0
7.95009,-7.22256,20.0
7.96009,-6.82608,20.0
7.97009,-6.74942,20.0
7.98009,-7.39257,20.0
7.99009,-6.87554,20.0
8.00009,-7.33831,20.0
8.01009,-7.2109,20.0
8.02009,-6.89329,20.0
8.03009,-7.5655,20.0
8.04009,-7.67751,20.0
8.05009,-7.50934,20.0
8.06009,-7.31096,20.0
8.07009,-7.5724,20.0
8.08009,-7.46364,20.0
8.09009,-7.52468,20.0
8.10009,-7.41553,20.0
8.11009,-7.57618,20.0
8.12009,-7.16663,20.0
8.13009,-7.86689,20.0
8.14009,-7.91694,20.0
8.15009,-7.90679,20.0
8.16009,-7.69645,20.0
8.17009,-7.9259,20.0
8.18009,-7.99515,20.0
8.19009,-7.65419,20.0
8.20009,-8.15304,20.0
8.21009,-7.52167,20.0
8.22009,-7.37011,20.0
8.23009,-7.35833,20.0
8.24009,-7.80635,20.0
8.25009,-7.77416,20.0
8.26009,-8.30177,20.0
8.27009,-8.08916,20.0
8.28009,-7.72635,20.0
8.29009,-8.14332,20.0
8.30009,-7.94009,20.0
8.31009,-8.37664,20.0
8.3201,-8.01298,20.0
8.3301,-7.83911,20.0
8.3401,-8.11503,20.0
8.3501,-7.68073,20.0
8.3601,-7.71621,20.0
8.3701,-7.90148,20.0
8.3801,-8.02654,20.0
8.3901,-8.52137,20.0
8.4001,-8.13599,20.0
8.4101,-8.2104,20.0
8.4201,-8.60458,20.0
8.4301,-8.04855,20.0
8.4401,-7.98229,20.0
8.4501,-8.67582,20.0
8.4601,-8.78912,20.0
8.4701,-8.8022,20.0
8.4801,-7.96506,20.0
8.4901,-8.3677,20.0
8.5001,-8.32012,20.0
8.5101,-8.07231,20.0
8.5201,-8.50427,20.0
8.5301,-8.06601,20.0
8.5401,-8.21753,20.0
8.5501,-8.99882,20.0
8.5601,-8.58988,20.0
8.5701,-8.87072,20.0
8.5801,-8.63133,20.0
8.5901,-8.61171,20.0
8.6001,-8.52186,20.0
8.6101,-8.79179,20.0
8.6201,-8.56148,20.0
8.6301,-9.20094,20.0
8.6401,-8.51018,20.0
8.6501,-8.82918,20.0
8.6601,-9.16795,20.0
8.6701,-8.70649,20.0
8.6801,-8.8448,20.0
8.6901,-8.64287,20.0
8.7001,-8.59071,20.0
8.7101,-8.84832,20.0
8.7201,-9.05569,20.0
8.7301,-9.36283,20.0
8.7401,-8.93973,20.0
8.7501,-8.5464,20.0
8.76011,-8.80283,20.0
8.77011,-9.36902,20.0
8.78011,-9.46498,20.0
8.79011,-8.5307,20.0
8.80011,-8.85618,20.0
8.81011,-9.31143,20.0
8.82011,-8.71644,20.0
8.83011,-9.28121,20.0
8.84011,-8.77573,20.0
8.85011,-9.14002,20.0
8.86011,-8.65407,20.0
8.87011,-9.44788,20.0
8.88011,-9.14145,20.0
8.89011,-9.45478,20.0
8.90011,-9.39787,20.0
8.91011,-9.38072,20.0
8.92011,-8.90332,20.0
8.93011,-9.33568,20.0
8.94011,-8.8778,20.0
8.95011,-8.97968,20.0
8.96011,-9.25132,20.0
8.97011,-9.36271,20.0
8.98011,-9.69385,20.0
8.99011,-9.63476,20.0
9.00011,-8.85542,20.0
9.01011,-8.87583,20.0
9.02011,-9.606,20.0
9.03011,-8.90593,20.0
9.04011,-9.65561,20.0
9.05011,-9.34504,20.0
9.06011,-9.20423,20.0
9.07011,-9.67318,20.0
9.08011,-9.68187,20.0
9.09011,-9.45033,20.0
9.10011,-9.38853,20.0
9.11011,-8.89649,20.0
9.12011,-9.0242,20.0
9.13011,-9.67166,20.0
9.14011,-9.82888,20.0
9.15011,-9.65585,20.0
9.16011,-8.97257,20.0
9.17011,-9.67904,20.0
9.18011,-9.45527,20.0
9.19011,-9.10125,20.0
9.20012,-9.75697,20.0
9.21012,-9.47246,20.0
9.22012,-9.04769,20.0
9.23012,-9.57267,20.0
9.24012,-9.31741,20.0
9.25012,-9.01189,20.0
9.26012,-9.55613,20.0
9.27012,-9.20012,20.0
9.28012,-9.80385,20.0
9.29012,-9.65734,20.0
9.30012,-9.83058,20.0
9.31012,-9.88357,20.0
9.32012,-9.73631,20.0
9.33012,-9.1388,20.0
9.34012,-9.85104,20.0
9.35012,-9.28303,20.0
9.36012,-9.93477,20.0
9.37012,-9.46627,20.0
9.38012,-9.59751,20.0
9.39012,-9.0185,20.0
9.40012,-9.55924,20.0
9.41012,-9.90973,20.0
9.42012,-9.94997,20.0
9.43012,-9.76996,20.0
9.44012,-9.22971,20.0
9.45012,-9.1992,20.0
9.46012,-9.19844,20.0
9.47012,-9.31743,20.0
9.48012,-9.41617,20.0
9.49012,-9.29466,20.0
9.50012,-9.0329,20.0
9.51012,-9.4809,20.0
9.52012,-9.55864,20.0
9.53012,-9.32613,20.0
9.54012,-9.60337,20.0
9.55012,-9.25037,20.0
9.56012,-9.66711,20.0
9.57012,-9.4536,20.0
9.58012,-9.62985,20.0
9.59012,-9.15585,20.0
9.60012,-9.34159,20.0
9.61012,-8.97709,20.0
9.62012,-9.94234,20.0
9.63013,-9.55734,20.0
9.64013,-8.96209,20.0
9.65013,-9.82659,20.0
9.66013,-9.09084,20.0
9.67013,-9.19485,20.0
9.68013,-9.33861,20.0
9.69013,-9.75212,20.0
9.70013,-9.47538,20.0
9.71013,-9.11839,20.0
9.72013,-9.15116,20.0
9.73013,-9.51368,20.0
9.74013,-9.58595,20.0
9.75013,-9.71798,20.0
9.76013,-9.14975,20.0
9.77013,-9.18129,20.0
9.78013,-9.27257,20.0
9.79013,-9.48361,20.0
9.80013,-9.27441,20.0
9.81013,-8.89495,20.0
9.82013,-9.32526,20.0
9.83013,-9.75531,20.0
9.84013,-8.87513,20.0
9.85013,-9.1347,20.0
9.86013,-8.98402,20.0
9.87013,-9.6731,20.0
9.88013,-9.19193,20.0
9.89013,-9.06053,20.0
9.90013,-8.98888,20.0
9.91013,-9.45698,20.0
9.92013,-9.68485,20.0
9.93013,-9.42247,20.0
9.94013,-9.01985,20.0
9.95013,-8.78698,20.0
9.96013,-8.65388,20.0
9.97013,-9.39053,20.0
9.98013,-9.45695,20.0
9.99013,-9.11312,20.0
10.0001,-9.48905,20.0
10.0101,-9.04475,20.0
10.0201,-9.3302,20.0
